battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT000266,BYD,NMC,76.63,575,31.11,0.779,1.611,53.18,0.1,0.563,0.32,
BAT000267,,NMC,46.92,1256,31.87,1.203,0.5,48.24,0.6,0.27,1.22,
BAT000268,CATL,LFP,76.43,658,38.46,1.229,0.677,48.27,0.8,0.21,2.06,90.14
BAT000269,Panasonic,NMC,80.03,491,22.75,1.519,0.5,49.68,2.1,0.014,1.15,94.6
BAT000270,Panasonic,NMC,42.12,232,17.91,0.586,0.847,28.4,7.9,0.592,1.05,90.8
BAT000271,BYD,NMC,104.16,501,24.12,0.566,1.324,61.0,2.3,0.041,1.44,
BAT000272,BYD,LFP,79.67,346,20.12,,1.461,30.08,1.6,0.52,3.27,89.42
BAT000273,BYD,,85.08,554,20.6,0.5,0.85,66.46,0.6,0.341,1.82,91.08
BAT000274,Samsung SDI,LFP,57.52,730,28.32,1.068,1.598,32.0,7.1,0.068,3.92,83.53
BAT000275,LG Chem,NMC,85.36,1436,32.64,0.848,0.948,66.15,10.6,,0.18,82.52
BAT000276,LG Chem,,91.34,,27.89,0.764,1.602,,0.2,0.579,3.27,84.41
BAT000277,BYD,NMC,78.8,694,,1.247,1.505,,5.8,0.404,1.93,83.54
BAT000278,CATL,LFP,74.86,723,30.74,0.5,1.446,76.49,2.0,0.215,0.14,92.22
BAT000279,CATL,NMC,61.6,916,23.41,0.5,0.883,69.51,1.8,0.679,0.25,86.68
BAT000280,BYD,NCA,71.76,501,35.15,1.197,1.718,69.73,0.5,0.221,5.35,82.58
BAT000281,Samsung SDI,NCA,,731,45.99,1.31,1.515,20.75,,0.024,3.42,79.21
BAT000282,Panasonic,LFP,83.58,832,20.59,1.439,1.197,44.91,13.2,0.504,2.01,86.64
BAT000283,Panasonic,NCA,62.25,850,33.46,1.072,0.643,40.0,5.6,0.439,0.19,83.87
BAT000284,Tesla,NMC,83.47,634,6.88,0.5,0.967,42.05,2.1,0.2,2.11,87.7
BAT000285,CATL,NMC,62.42,451,28.69,0.5,0.5,48.88,,0.756,0.1,84.08
BAT000286,Tesla,LFP,71.06,140,34.0,1.425,0.5,47.38,0.0,0.396,,89.13
BAT000287,,LFP,84.24,692,27.48,1.548,1.024,50.73,3.2,0.118,2.85,88.51
BAT000288,CATL,NCA,64.44,676,29.54,0.5,1.076,57.51,1.0,0.23,0.79,85.83
BAT000289,Panasonic,LFP,84.76,1013,,,0.577,38.14,4.4,0.278,0.87,89.51
BAT000290,CATL,NCA,83.29,733,25.98,,1.871,68.84,0.9,0.395,1.33,84.13
BAT000291,Tesla,NMC,70.94,457,29.45,1.664,1.394,61.94,3.5,0.038,2.59,93.61
BAT000292,Tesla,LFP,92.43,636,27.95,1.064,0.894,65.36,1.7,0.347,8.1,78.43
BAT000293,BYD,LFP,76.17,629,17.67,0.5,0.5,64.59,2.3,0.155,1.53,93.05
BAT000294,Panasonic,LFP,91.53,852,43.14,0.5,0.748,,7.0,0.359,3.14,82.43
BAT000295,Tesla,NMC,101.9,640,23.28,1.072,0.7,82.6,3.0,0.232,0.15,91.62
BAT000296,LG Chem,LFP,71.38,612,21.11,0.5,0.693,62.56,0.8,0.057,3.28,90.6
BAT000297,BYD,NCA,84.67,1309,31.79,0.598,0.835,55.75,0.0,0.212,3.3,77.07
BAT000298,,NMC,65.44,410,18.46,0.5,0.883,42.86,3.8,0.25,0.99,94.89
BAT000299,CATL,LFP,59.51,915,,0.5,1.394,59.71,9.0,0.358,1.66,86.89
BAT000300,,NMC,72.07,387,17.54,2.031,0.762,52.14,0.8,0.733,1.46,81.98
BAT000301,Tesla,NCA,54.56,783,22.19,1.063,1.503,64.44,0.7,0.445,2.33,82.02
BAT000302,CATL,NMC,60.94,1196,41.75,0.542,1.076,54.53,0.7,0.591,1.0,79.04
BAT000303,CATL,NMC,83.87,406,19.65,1.364,0.616,38.69,6.2,,0.85,90.15
BAT000304,CATL,NMC,67.3,,38.48,0.5,0.592,30.86,0.0,0.408,3.24,78.63
BAT000305,BYD,LFP,85.66,514,34.74,0.5,1.295,57.39,2.1,0.182,6.39,85.73
BAT000306,Samsung SDI,,79.49,689,28.07,,1.899,,1.4,0.217,2.66,86.45
BAT000307,LG Chem,LFP,102.77,561,24.03,1.686,0.5,42.07,,0.138,3.76,87.92
BAT000308,Panasonic,NCA,82.87,852,20.15,0.736,1.278,42.62,0.1,0.196,4.4,84.79
BAT000309,BYD,NCA,91.71,526,29.71,0.783,0.5,30.07,1.6,0.29,0.76,83.98
BAT000310,Panasonic,NMC,81.03,442,22.73,1.432,0.563,43.02,0.6,0.027,7.55,88.65
BAT000311,LG Chem,NCA,79.67,917,40.22,1.617,0.955,59.31,2.4,,1.47,77.65
BAT000312,Tesla,LFP,92.47,809,23.02,1.211,1.244,37.01,6.4,0.266,2.36,91.82
BAT000313,Tesla,NMC,85.03,684,36.83,0.618,1.108,42.47,,0.284,0.36,87.6
BAT000314,Samsung SDI,NMC,78.15,1198,44.23,1.65,1.212,48.8,5.2,0.694,1.79,76.88
BAT000315,BYD,NMC,78.08,228,31.08,1.199,0.933,45.14,10.3,0.157,1.04,97.25
BAT000316,CATL,LFP,83.07,500,23.89,0.5,1.143,65.14,3.7,0.151,5.35,88.08
BAT000317,LG Chem,NMC,64.93,567,21.78,2.065,0.783,53.85,0.5,0.676,,83.31
BAT000318,Tesla,NMC,64.29,286,23.18,0.818,1.355,57.57,,0.17,1.28,
BAT000319,Tesla,LFP,96.38,1058,32.32,0.76,0.865,58.88,1.0,0.239,,82.92
BAT000320,Panasonic,LFP,102.97,624,28.67,0.767,0.5,38.18,3.0,0.037,3.54,91.32
BAT000321,CATL,LFP,61.07,1216,0.95,1.388,0.554,61.9,1.8,0.37,1.26,85.02
BAT000322,BYD,LFP,64.97,880,15.98,0.585,0.975,65.12,0.3,0.392,1.4,85.2
BAT000323,CATL,NMC,92.14,669,-5.02,1.043,0.519,51.36,0.3,0.048,1.82,89.8
BAT000324,Panasonic,NCA,83.0,955,28.75,0.978,1.714,44.58,0.5,0.305,2.99,82.1
BAT000325,Samsung SDI,NMC,85.15,794,23.4,1.119,0.774,47.31,1.3,0.29,0.33,89.95
BAT000326,BYD,LFP,88.45,759,21.48,0.633,0.579,60.06,3.9,0.242,0.18,91.31
BAT000327,CATL,LFP,71.39,169,18.11,1.142,,75.17,4.8,0.65,1.35,93.27
BAT000328,CATL,NMC,79.95,979,31.39,1.842,1.374,22.44,10.0,0.043,6.78,78.41
BAT000329,LG Chem,NCA,78.78,1394,25.7,1.223,1.184,69.71,4.6,0.223,1.15,82.52
BAT000330,Panasonic,NMC,62.12,774,36.76,1.058,0.903,54.74,1.3,0.673,0.62,84.03
BAT000331,Panasonic,NMC,79.73,609,15.9,0.753,0.838,73.31,0.8,,12.0,76.38
BAT000332,BYD,NCA,93.57,726,29.84,0.5,1.196,57.33,3.2,0.087,0.91,89.41
BAT000333,Tesla,,69.99,819,28.83,1.735,1.65,61.93,24.0,0.066,0.33,92.73
BAT000334,Tesla,LFP,77.29,793,30.93,0.608,0.914,54.04,4.4,0.193,0.39,89.44
BAT000335,Tesla,NMC,78.1,1400,30.79,0.5,1.008,68.85,4.5,0.209,2.13,79.59
BAT000336,Tesla,LFP,70.73,930,21.45,0.92,0.58,33.56,0.3,0.778,1.0,83.4
BAT000337,BYD,NMC,85.15,206,23.74,0.922,1.275,63.65,,0.723,2.56,86.17
BAT000338,CATL,NMC,64.8,730,26.16,0.5,0.5,47.19,4.3,0.458,1.99,86.69
BAT000339,LG Chem,NMC,94.99,1494,17.98,1.032,0.5,67.32,8.3,0.676,1.57,78.65
BAT000340,Tesla,NMC,84.39,830,32.22,1.478,1.004,56.83,,0.142,4.57,83.21
BAT000341,,LFP,60.95,463,7.68,1.075,0.751,76.27,0.2,0.109,0.82,
BAT000342,LG Chem,NMC,100.47,877,16.86,0.865,1.097,51.12,2.3,0.212,2.18,87.23
BAT000343,Tesla,NMC,77.52,331,13.25,1.353,0.592,56.09,7.3,0.295,0.54,91.18
BAT000344,LG Chem,NMC,64.16,259,32.7,1.097,0.615,82.25,5.6,0.518,2.2,87.85
BAT000345,LG Chem,LFP,91.57,836,36.22,0.842,1.152,30.99,,0.521,0.3,85.6
BAT000346,CATL,LFP,82.42,1214,21.27,0.793,0.5,62.28,1.9,0.625,0.93,84.04
BAT000347,CATL,NMC,48.42,516,25.67,0.5,0.821,60.91,2.3,0.237,1.2,90.23
BAT000348,,LFP,67.12,540,26.85,0.5,1.216,66.36,2.0,,2.23,93.37
BAT000349,Panasonic,NMC,79.19,390,,1.193,1.013,57.71,10.7,0.217,0.87,92.2
BAT000350,CATL,LFP,42.61,1254,26.02,1.55,1.298,57.02,7.8,0.155,1.66,83.63
BAT000351,LG Chem,NMC,76.28,405,34.72,0.586,0.5,61.73,0.6,0.224,1.32,
BAT000352,BYD,NMC,77.37,1377,35.95,0.896,1.263,55.4,2.2,0.082,0.1,84.05
BAT000353,CATL,LFP,57.25,797,,0.964,1.186,79.06,6.5,0.174,0.48,89.34
BAT000354,Tesla,NCA,,,26.81,0.911,1.51,72.84,7.4,0.055,2.72,86.67
BAT000355,Tesla,NMC,75.11,846,31.47,1.594,0.545,65.88,15.6,,1.4,25.95
BAT000356,CATL,LFP,57.13,2113,29.94,0.5,1.009,78.69,3.2,,3.19,73.16
BAT000357,Tesla,LFP,88.79,377,17.13,2.132,1.561,53.74,0.3,0.129,0.53,95.76
BAT000358,CATL,NCA,87.57,393,18.6,0.667,1.644,59.7,,0.293,0.2,94.21
BAT000359,Samsung SDI,NMC,70.65,799,29.44,1.363,0.5,63.46,5.7,0.149,1.55,87.17
BAT000360,CATL,NMC,,69,20.32,0.854,0.948,66.67,,0.056,2.11,99.12
BAT000361,LG Chem,NCA,85.89,586,17.82,0.999,0.594,47.61,8.2,0.41,2.32,85.11
BAT000362,CATL,NMC,71.99,886,34.03,0.5,0.647,47.61,2.1,0.153,3.28,83.91
BAT000363,LG Chem,NMC,46.04,708,25.44,1.157,0.51,48.48,1.3,0.178,,83.65
BAT000364,CATL,NMC,82.3,722,24.55,1.352,0.5,38.1,7.9,0.046,0.92,91.52
BAT000365,Samsung SDI,LFP,62.8,846,16.58,1.047,1.063,70.03,3.3,0.502,1.5,91.51
BAT000366,LG Chem,,69.15,606,21.86,0.5,0.5,62.88,0.5,0.14,3.04,88.89
BAT000367,Samsung SDI,NCA,96.87,877,22.6,0.571,0.687,55.75,5.3,0.373,2.28,82.02
BAT000368,Samsung SDI,NMC,72.99,1141,18.66,0.5,1.265,53.5,0.1,0.359,2.2,81.72
BAT000369,,NMC,75.03,687,46.94,0.522,1.353,76.6,7.2,,1.0,81.02
BAT000370,Tesla,NMC,82.65,825,37.24,0.5,1.464,47.77,1.8,0.464,,85.39
BAT000371,Tesla,NMC,82.58,497,34.87,1.701,0.577,33.37,1.1,,6.43,78.66
BAT000372,Tesla,LFP,61.21,234,24.27,1.436,1.005,70.94,0.5,0.367,4.88,88.26
BAT000373,Tesla,LFP,74.1,1161,15.71,2.388,0.627,55.07,4.1,0.061,0.67,86.33
BAT000374,,NMC,75.54,1646,8.13,1.58,,64.93,7.2,,1.72,84.29
BAT000375,Tesla,,79.08,696,21.84,0.5,1.15,85.21,3.2,0.248,5.43,87.57
BAT000376,Panasonic,,79.34,151,9.23,0.825,0.5,31.13,2.1,0.39,0.5,93.49
BAT000377,BYD,LFP,113.81,519,21.83,0.5,0.5,47.26,3.7,0.16,10.08,88.42
BAT000378,Tesla,,,422,10.85,1.496,0.906,53.33,0.6,0.215,1.16,91.46
BAT000379,BYD,LFP,89.7,506,0.39,1.562,,66.54,3.7,,4.72,
BAT000380,Panasonic,NMC,92.75,726,26.37,0.915,1.156,,6.4,0.744,2.81,81.84
BAT000381,Tesla,NCA,82.39,1708,23.69,0.857,0.941,,6.4,0.182,0.22,76.84
BAT000382,CATL,NMC,65.25,530,40.2,1.288,1.442,23.33,2.4,0.278,0.27,88.73
BAT000383,CATL,NMC,99.97,894,23.56,1.646,0.877,,9.9,0.549,6.29,77.84
BAT000384,BYD,LFP,42.12,692,37.11,0.846,0.5,27.26,4.4,0.203,2.6,84.73
BAT000385,BYD,NCA,64.75,385,27.07,0.5,0.5,74.47,5.5,0.207,,91.51
BAT000386,BYD,LFP,92.58,415,,0.5,0.827,58.13,3.2,0.171,1.86,88.74
BAT000387,Panasonic,NMC,69.45,,12.71,0.5,0.803,72.7,1.2,0.276,,89.87
BAT000388,Tesla,NMC,98.95,364,17.42,1.126,1.1,33.12,0.2,0.425,,84.79
BAT000389,BYD,NMC,52.32,598,22.99,1.575,1.651,74.4,4.1,0.076,2.41,92.22
BAT000390,BYD,,58.32,454,36.22,1.38,1.651,90.0,0.3,0.432,2.68,82.72
BAT000391,Samsung SDI,NMC,67.03,,23.33,1.034,0.761,53.36,2.9,0.504,0.1,85.86
BAT000392,LG Chem,LFP,81.26,766,20.24,1.19,0.759,49.37,6.9,0.315,1.59,90.41
BAT000393,Panasonic,NMC,71.67,457,29.25,0.5,1.222,31.88,0.4,0.27,0.51,94.01
BAT000394,BYD,LFP,67.64,,31.34,0.557,1.308,67.75,7.5,0.284,0.24,92.2
BAT000395,Panasonic,NCA,96.31,892,,0.666,0.5,63.28,2.4,0.294,,83.42
BAT000396,Samsung SDI,NMC,97.7,1013,20.18,0.5,0.721,47.46,1.9,0.446,3.46,84.88
BAT000397,BYD,NMC,68.78,,36.86,0.909,1.186,,0.8,0.265,1.99,80.43
BAT000398,LG Chem,LFP,49.35,125,33.74,1.027,1.156,59.28,0.5,0.397,1.64,92.78
BAT000399,BYD,NMC,42.64,688,35.61,0.521,0.691,30.22,0.9,0.646,6.38,76.09
BAT000400,BYD,LFP,78.59,302,31.58,1.191,1.166,60.66,2.6,0.209,0.97,90.44
BAT000401,Tesla,LFP,84.84,616,19.02,0.723,0.707,55.0,5.5,0.126,3.73,90.3
BAT000402,Samsung SDI,NMC,75.94,813,24.77,0.5,0.891,62.05,3.6,0.138,1.63,88.47
BAT000403,,LFP,73.94,766,,0.924,0.747,48.42,3.1,0.223,,90.29
BAT000404,BYD,NMC,62.93,976,31.83,1.61,1.572,56.89,,0.251,3.39,80.66
BAT000405,Panasonic,NCA,84.82,1503,21.2,0.5,1.109,41.48,0.9,0.126,0.38,80.67
BAT000406,Samsung SDI,,100.17,527,49.07,0.711,0.837,48.61,,0.05,2.96,87.6
BAT000407,LG Chem,LFP,41.75,873,25.8,0.5,2.084,70.01,7.1,0.429,1.24,88.31
BAT000408,Tesla,NMC,73.84,440,,0.689,0.826,53.84,0.8,0.459,1.81,85.91
BAT000409,Samsung SDI,NMC,60.44,665,15.36,,0.958,34.94,2.6,0.505,0.29,89.86
BAT000410,Tesla,NMC,52.64,690,24.12,0.902,0.723,64.4,,0.092,7.73,83.42
BAT000411,Panasonic,LFP,58.05,806,21.12,0.5,1.087,73.54,1.4,0.033,3.79,90.83
BAT000412,Samsung SDI,LFP,80.7,144,31.94,0.5,0.5,81.66,2.0,0.307,0.56,94.13
BAT000413,Samsung SDI,NCA,81.07,502,10.67,,0.847,28.71,1.0,0.304,1.78,89.07
BAT000414,CATL,NMC,96.9,915,32.94,0.5,2.0,58.09,0.6,0.09,5.71,
BAT000415,CATL,LFP,75.13,1309,20.06,1.458,0.5,28.35,1.6,0.318,4.4,81.92
BAT000416,LG Chem,,,1709,40.5,1.617,1.333,30.19,0.5,0.297,1.09,83.29
BAT000417,Panasonic,NMC,71.43,542,31.01,0.619,,66.2,1.4,0.249,,85.2
BAT000418,Panasonic,NMC,54.2,193,35.35,0.804,1.286,39.51,8.6,0.17,2.58,92.09
BAT000419,CATL,NMC,56.9,644,25.36,1.711,0.5,,,0.273,2.26,89.87
BAT000420,BYD,NMC,83.71,50,19.93,0.881,,67.01,7.7,0.052,0.1,99.21
BAT000421,BYD,NMC,77.91,542,21.28,2.08,0.911,61.4,9.6,0.263,0.1,93.52
BAT000422,BYD,LFP,83.81,1644,-9.79,1.215,1.082,62.85,10.5,0.052,0.52,86.43
BAT000423,Tesla,NMC,69.64,,18.81,1.142,1.315,26.3,3.5,0.143,2.47,90.35
BAT000424,LG Chem,LFP,86.86,383,27.3,1.329,1.127,52.81,2.0,0.503,0.68,96.88
BAT000425,Tesla,NCA,68.8,1698,25.05,0.865,1.639,52.1,9.0,0.029,6.89,70.86
BAT000426,CATL,LFP,91.75,1056,-5.27,0.603,1.023,66.26,0.6,,0.92,88.84
BAT000427,LG Chem,LFP,,681,25.24,0.638,0.536,49.7,2.1,0.061,1.1,96.66
BAT000428,Samsung SDI,NMC,71.9,639,21.96,0.803,,55.26,1.4,0.523,0.1,86.36
BAT000429,,NCA,78.18,573,21.47,0.5,0.5,33.21,1.7,0.101,0.82,93.78
BAT000430,Tesla,NMC,74.73,867,21.34,0.737,1.236,39.75,2.2,0.079,0.41,88.56
BAT000431,Tesla,LFP,98.94,260,15.34,0.5,0.915,76.56,6.8,0.432,1.78,87.94
BAT000432,BYD,NCA,78.68,558,28.54,0.5,0.863,45.31,0.9,0.408,3.05,81.68
BAT000433,CATL,LFP,74.98,525,26.47,1.764,0.902,41.94,7.3,0.302,0.94,93.44
BAT000434,Tesla,LFP,71.42,268,14.74,0.646,0.556,55.43,3.9,0.189,4.45,91.28
BAT000435,Tesla,NMC,87.65,544,22.16,0.793,1.272,50.75,2.3,0.243,1.08,91.12
BAT000436,CATL,NMC,85.62,719,23.07,0.619,,46.16,22.6,0.114,,88.01
BAT000437,Tesla,LFP,70.89,284,20.9,1.327,0.632,53.96,2.8,0.223,0.56,96.2
BAT000438,BYD,NMC,57.67,521,24.16,0.986,1.118,33.47,3.3,0.353,1.86,87.48
BAT000439,CATL,LFP,61.47,495,24.25,1.216,0.987,55.2,12.1,0.025,4.71,91.96
BAT000440,Tesla,NMC,72.24,,31.26,1.263,0.606,55.5,1.4,0.323,0.58,82.73
BAT000441,Tesla,NCA,95.23,700,42.84,0.5,0.874,,0.1,0.46,0.46,79.71
BAT000442,Samsung SDI,NMC,71.25,744,29.16,0.67,1.079,68.98,8.5,0.555,2.87,80.52
BAT000443,Panasonic,NMC,66.09,751,43.12,0.626,0.786,35.21,11.8,0.119,0.24,85.2
BAT000444,,LFP,48.59,364,17.57,0.5,0.5,67.51,3.6,0.162,1.28,91.12
BAT000445,BYD,NMC,97.7,574,15.38,0.821,1.581,34.08,0.7,0.124,0.45,93.72
BAT000446,Samsung SDI,NMC,83.54,435,22.23,0.687,1.276,45.3,2.2,0.074,3.68,90.55
BAT000447,Samsung SDI,NMC,86.94,497,25.39,1.662,,44.49,2.4,0.362,2.05,93.66
BAT000448,BYD,NMC,89.43,482,36.67,1.891,1.367,43.47,0.5,0.013,3.19,88.87
BAT000449,Panasonic,NMC,72.53,521,,0.5,0.688,42.57,,0.298,0.61,93.21
BAT000450,Tesla,NMC,76.27,447,30.95,0.5,0.908,60.33,12.8,0.203,3.15,83.84
BAT000451,BYD,LFP,97.33,2599,19.17,1.594,1.891,55.13,13.4,0.154,0.21,79.11
BAT000452,CATL,NMC,77.69,466,,,0.693,54.91,3.1,0.254,0.78,91.23
BAT000453,LG Chem,NCA,83.81,934,23.93,0.5,0.874,70.51,2.5,,0.64,84.15
BAT000454,Samsung SDI,NMC,88.06,,18.53,0.583,1.751,51.12,3.1,0.129,3.26,89.04
BAT000455,Tesla,NMC,84.64,,19.08,0.52,1.062,56.8,0.5,0.354,0.9,93.31
BAT000456,LG Chem,NMC,73.08,,36.18,1.153,0.589,63.14,4.1,0.071,1.35,89.42
BAT000457,Tesla,NCA,74.49,263,21.27,1.493,0.808,54.21,,0.125,0.8,94.45
BAT000458,LG Chem,NMC,86.66,259,31.99,0.5,0.715,30.67,2.0,0.137,0.23,91.54
BAT000459,Tesla,LFP,86.64,1771,29.75,0.529,0.868,57.36,0.7,0.417,3.9,76.23
BAT000460,Tesla,NMC,92.52,472,20.72,0.5,0.532,77.68,5.3,0.465,1.27,90.74
BAT000461,Tesla,NMC,83.27,776,24.98,0.5,1.821,53.87,0.2,0.376,4.41,85.47
BAT000462,CATL,,83.95,1430,25.84,0.5,0.634,54.26,2.4,0.369,6.11,77.04
BAT000463,BYD,NMC,68.31,411,36.5,1.707,0.87,59.65,10.2,0.505,0.8,87.75
BAT000464,CATL,NMC,66.28,634,22.16,0.764,0.721,58.46,0.3,0.368,6.05,82.7
BAT000465,Samsung SDI,LFP,86.71,548,14.45,0.906,1.179,44.74,7.2,0.249,2.63,90.79
BAT000466,Panasonic,LFP,66.39,1060,20.1,0.762,1.124,47.56,2.1,0.191,0.2,89.42
BAT000467,Panasonic,NCA,74.69,576,33.16,0.688,1.42,54.05,0.8,0.052,0.2,94.7
BAT000468,,LFP,95.69,1010,24.78,1.271,1.122,62.81,2.3,0.391,1.35,86.21
BAT000469,,LFP,93.31,662,22.05,1.601,0.662,49.33,1.5,0.408,,87.87
BAT000470,Samsung SDI,LFP,79.53,655,41.16,,0.91,77.53,0.9,0.132,2.34,87.72
BAT000471,Tesla,NMC,70.56,323,33.66,0.5,1.456,52.74,9.4,0.088,1.08,93.05
BAT000472,Samsung SDI,LFP,73.15,1427,23.55,1.386,1.334,28.94,2.0,0.195,4.22,82.48
BAT000473,Tesla,LFP,88.01,811,32.61,1.554,0.629,72.83,1.3,0.162,0.86,87.0
BAT000474,Samsung SDI,NMC,74.45,973,29.78,0.5,0.5,14.21,2.7,0.07,7.8,
BAT000475,LG Chem,NMC,66.63,744,30.57,1.396,1.586,44.21,0.1,0.246,3.62,86.28
BAT000476,Samsung SDI,NMC,93.24,1284,36.62,1.988,0.583,55.48,0.5,0.365,1.12,79.31
BAT000477,Tesla,LFP,77.72,1096,25.85,0.884,,76.94,0.9,0.58,4.27,82.11
BAT000478,CATL,NMC,66.34,384,,1.332,,80.61,10.7,0.255,0.19,
BAT000479,Samsung SDI,NCA,82.18,524,35.95,0.828,0.632,48.33,9.0,0.012,2.98,88.11
BAT000480,LG Chem,NMC,89.57,304,30.84,1.182,0.84,34.68,3.8,0.134,3.3,90.06
BAT000481,CATL,LFP,59.88,568,6.63,1.635,0.74,62.17,4.4,0.049,,94.45
BAT000482,CATL,NMC,71.99,623,32.3,1.011,0.501,42.35,0.4,0.035,1.03,89.71
BAT000483,LG Chem,LFP,71.3,709,35.6,0.922,0.719,70.51,1.0,0.07,1.78,86.21
BAT000484,CATL,LFP,,793,8.9,0.981,0.966,58.64,7.2,0.618,,89.45
BAT000485,CATL,LFP,84.48,188,16.29,1.096,0.954,45.81,14.1,0.081,0.99,94.56
BAT000486,Samsung SDI,LFP,66.73,538,19.33,1.315,1.078,59.11,4.9,0.44,2.42,92.91
BAT000487,Tesla,NCA,52.61,1718,30.06,1.419,1.163,45.2,2.9,0.47,1.43,66.85
BAT000488,Panasonic,NMC,90.48,,30.52,0.544,0.899,36.28,0.3,0.606,2.02,85.54
BAT000489,Samsung SDI,NMC,58.2,615,28.64,0.919,0.5,25.23,0.1,0.345,0.65,89.63
BAT000490,Samsung SDI,LFP,79.07,687,31.13,0.952,1.08,65.84,6.4,0.074,1.95,90.61
BAT000491,LG Chem,NMC,73.02,672,17.24,0.923,1.15,61.91,1.0,0.253,1.93,88.59
BAT000492,CATL,NMC,77.44,380,16.56,0.5,1.007,42.97,1.4,0.109,3.39,90.93
BAT000493,Panasonic,LFP,99.77,,33.77,1.004,0.841,63.23,1.1,0.248,1.08,93.73
BAT000494,Tesla,NMC,120.0,668,25.73,1.296,1.207,68.82,,0.195,1.49,92.28
BAT000495,LG Chem,NMC,50.5,380,33.46,1.433,1.089,37.23,7.2,0.22,,90.45
BAT000496,Panasonic,LFP,89.76,567,35.26,0.595,0.612,,3.0,0.219,2.65,88.86
BAT000497,CATL,NMC,72.66,396,17.61,1.228,0.5,37.23,0.9,0.193,0.69,94.05
BAT000498,Tesla,NMC,90.72,1971,,1.705,1.297,70.48,2.1,0.21,0.4,76.32
BAT000499,,NMC,89.36,596,30.61,0.5,1.545,73.18,6.8,0.307,,
BAT000500,Samsung SDI,NCA,96.15,614,32.92,0.5,1.944,46.32,1.0,0.053,1.02,93.68
BAT000501,CATL,NCA,79.27,,28.79,0.5,1.238,21.03,0.4,0.25,0.69,94.06
BAT000502,CATL,LFP,61.66,758,21.62,1.282,1.118,57.24,10.4,0.245,2.9,88.55
BAT000503,Panasonic,NMC,88.91,575,29.46,0.821,1.084,62.13,2.8,0.172,7.14,79.62
BAT000504,BYD,NCA,76.77,470,29.27,0.693,0.576,54.39,5.3,0.172,2.86,85.66
BAT000505,CATL,LFP,71.49,497,10.82,0.5,1.048,41.02,7.1,,1.67,93.53
BAT000506,Tesla,LFP,67.86,669,22.55,1.844,2.236,81.83,1.8,0.274,3.23,86.82
BAT000507,Samsung SDI,LFP,90.1,1850,26.96,1.187,1.356,52.92,1.4,0.04,3.59,76.02
BAT000508,BYD,NMC,99.05,309,,0.5,1.365,67.0,5.8,0.397,1.71,91.11
BAT000509,Samsung SDI,NMC,57.07,827,24.4,2.013,0.811,69.51,1.0,0.577,5.86,79.86
BAT000510,BYD,NMC,84.33,951,26.04,,1.11,45.74,5.9,,5.19,78.35
BAT000511,CATL,NMC,69.41,557,24.53,1.161,0.939,77.38,2.3,0.158,1.04,88.36
BAT000512,LG Chem,LFP,52.99,,26.86,1.077,0.933,25.2,3.9,0.478,4.61,82.91
BAT000513,Samsung SDI,NCA,77.22,340,15.42,1.686,0.51,44.16,1.0,0.385,0.68,90.06
BAT000514,BYD,LFP,62.5,787,20.76,1.627,0.5,39.55,5.3,0.208,0.46,38.82
BAT000515,Tesla,NMC,51.33,450,9.38,1.479,0.934,54.36,5.5,0.156,0.1,93.82
BAT000516,Tesla,NMC,63.27,542,21.91,,0.5,88.62,1.0,0.093,3.6,89.16
BAT000517,Panasonic,NMC,59.58,1498,37.21,0.591,0.663,66.56,1.2,0.185,1.37,
BAT000518,BYD,NMC,65.3,757,19.46,0.615,1.305,10.0,1.5,,0.36,83.82
BAT000519,Samsung SDI,NMC,55.11,541,23.24,0.686,1.403,90.0,2.3,0.497,0.29,90.1
BAT000520,Tesla,LFP,69.07,755,27.73,0.687,1.573,65.7,0.6,0.509,3.36,86.12
BAT000521,CATL,NMC,64.3,818,44.06,1.061,0.87,68.16,1.7,0.219,1.34,81.51
BAT000522,LG Chem,NCA,80.63,624,24.43,0.857,1.064,,3.0,0.155,0.34,87.52
BAT000523,Samsung SDI,NMC,83.9,690,30.03,0.593,1.408,53.17,0.7,0.07,0.1,92.59
BAT000524,BYD,LFP,78.9,413,23.69,0.977,,37.78,4.9,0.177,0.22,94.52
BAT000525,BYD,NMC,71.47,530,27.49,0.634,1.343,33.76,0.4,,1.47,88.89
BAT000526,LG Chem,NMC,71.06,499,24.8,1.031,1.321,21.1,0.5,0.199,1.18,91.02
BAT000527,LG Chem,LFP,62.44,629,22.05,1.838,,75.04,0.1,,5.21,84.65
BAT000528,Panasonic,LFP,62.81,886,23.58,1.604,0.813,52.07,0.9,0.37,2.31,113.86
BAT000529,Tesla,NMC,85.55,1092,33.73,1.046,0.749,82.74,9.0,0.138,0.45,84.2
BAT000530,BYD,NMC,48.6,316,,2.009,0.739,56.83,0.1,0.587,0.6,93.65
BAT000531,BYD,NMC,73.79,1924,16.62,1.621,1.104,71.11,3.8,0.114,1.37,83.68
BAT000532,Samsung SDI,LFP,70.15,935,22.03,1.646,0.622,61.7,8.8,0.602,1.0,85.28
BAT000533,Samsung SDI,NCA,83.99,254,18.76,,0.5,54.51,5.1,0.151,1.09,91.47
